mssv,tinhtrang,hocky,namhoc
a6f6f2dfxpvaibaexe8091b3eu2czk6h6duebpnb,2.0,2.0,2018.0
d86bb62expvaibaexe/v5x/h23mycdvdmenwohhv,2.0,2.0,2018.0
0bdc71e7xpvaibaexe8zdsahj0+9rutbfuj7zi6s,2.0,2.0,2018.0
124ee34axpvaibaexe/iosun/i5gh23geykxyh8c,2.0,2.0,2018.0
a5ae07d7xpvaibaexe+fw1bg/roengyuayxi/rsm,2.0,2.0,2018.0
cc1be9f4xpvaibaexe+nqszrbbpdty51v94rqvp2,2.0,2.0,2018.0
410a23b9xpvaibaexe/ytqqkv0usdbqg5jxr91d5,2.0,2.0,2018.0
0ac89451xpvaibaexe9syd7vfew2qvlaf3ajvnty,2.0,2.0,2018.0
0aead120xpvaibaexe/ep1mhrppbrfeptm7vkf8g,2.0,2.0,2018.0
7f1cf6c5xpvaibaexe9dy3g0pb8xofot2yaylqvy,2.0,2.0,2018.0
8b3d8b26xpvaibaexe9o3csonuwuvfp9hkjtdjzi,2.0,2.0,2018.0
19fe69e6xpvaibaexe8ilpbhypyxxnoaaykrfdkq,2.0,2.0,2018.0
5a8bd1d0xpvaibaexe/wiuwn3fbmgmqsu6paorkx,2.0,2.0,2018.0
779568e5xpvaibaexe++r9hzjt1s79wrsgq5d4ek,2.0,2.0,2018.0
76497f14xpvaibaexe+p5wobbwd0m4k8duzy96oe,2.0,2.0,2018.0
e1769b7axpvaibaexe8alappdcf+aqtselh9wsla,2.0,2.0,2018.0
8dd2e6eexpvaibaexe+72vl6t/d8ganddocq3/hg,2.0,2.0,2018.0
2472a653xpvaibaexe9exxmvkemojbd5wbw2yqnx,2.0,2.0,2018.0
3bd02554xpvaibaexe/3wut/psvvivixkx3lsku5,2.0,2.0,2018.0
0e334238xpvaibaexe+hzqxlrr1wqkuqdqww/dpz,2.0,2.0,2018.0
a004b693xpvaibaexe93ubsm/ewamgf8e3j+lmmy,2.0,2.0,2018.0
172c622dxpvaibaexe+43hjfrferjjs337wg3omj,2.0,2.0,2018.0
4f6a9feexpvaibaexe+hl3bsg7jygmj7x6bjrn3e,2.0,2.0,2018.0
f7a782dexpvaibaexe/liv6qehs+zrrtlhxntez/,2.0,2.0,2018.0
9ca2b07fxpvaibaexe8at9ggxzjnl4stnw4qlktc,2.0,2.0,2018.0
42e2c20axpvaibaexe/m+/uawvehhlicah+o4wgg,2.0,2.0,2018.0
00a6f5daxpvaibaexe/zt99h3ddtvt/brt/zz/rz,2.0,2.0,2018.0
5bd0faa3xpvaibaexe/gydlukvkbtenxysdctxlc,2.0,2.0,2018.0
ff7b155axpvaibaexe8czdrb45s33jbu6kagljgx,2.0,2.0,2018.0
60eddf4fxpvaibaexe8kujneatws81d6twaf+bsv,2.0,2.0,2018.0
83be0e42xpvaibaexe8qgrlcblbl2ntqfy9hakuj,2.0,2.0,2018.0
74374c5bxpvaibaexe+nnqrni1k9jmk0ywiq/nck,2.0,2.0,2018.0
07ef3044xpvaibaexe+nncqpvbk9mcggqoiook60,2.0,2.0,2018.0
a8236254xpvaibaexe92hfjddfybw2a7pndqjuyc,2.0,2.0,2018.0
dc7b56b4xpvaibaexe92hfjddfybw9z/th4rxlkq,2.0,2.0,2018.0
751cc854xpvaibaexe/liv6qehs+zyjewbyy8ru+,2.0,2.0,2018.0
96608ffbxpvaibaexe8fwwf7xhxrajy7v1nm8yg2,2.0,2.0,2018.0
0ad9733bxpvaibaexe+e+n9mgynej18cbd4pz+8q,2.0,2.0,2018.0
22711584xpvaibaexe9wctnuikkykncxvndixe25,2.0,2.0,2018.0
98cd88c1xpvaibaexe+98b3vqzgkwjl9cozfzjod,2.0,2.0,2018.0
b031790fxpvaibaexe+pzu+khqbqyv40kuowrrfy,2.0,2.0,2018.0
ff9f4b4bxpvaibaexe9hyalhcsdqbzink2e5ehqz,2.0,2.0,2018.0
36d640f7xpvaibaexe9mdsftgvhj/mdfl0p5ocbn,2.0,2.0,2018.0
d907516fxpvaibaexe+jf4o+sekcghj11j0czgjq,2.0,2.0,2018.0
bbf7b61bxpvaibaexe+tkwu+ol4th6huzrqahgpg,2.0,2.0,2018.0
1979fe76xpvaibaexe9wxm0wjsxokvna62sdccgp,2.0,2.0,2018.0
8c88fe6expvaibaexe86shnmdbyrm22zyhzfdrss,2.0,2.0,2018.0
555c9700xpvaibaexe/huuivo8ucry5sjhacmu89,2.0,2.0,2018.0
3010ab7dxpvaibaexe8igiiwauhvto45gktmwbuq,2.0,2.0,2018.0
461fa254xpvaibaexe/ae0qceo7lrfwt/yi6iqw1,2.0,2.0,2018.0
67c24b91xpvaibaexe/t9ok6w7d83yab0zt0cril,2.0,2.0,2018.0
e8bdcd70xpvaibaexe8zn2kkhdlfumrsso4onxfs,2.0,2.0,2018.0
0df7e48fxpvaibaexe8ckeix0kseel2w5fd8xm6m,8.0,2.0,2018.0
b5555906xpvaibaexe97hu2rthdnnd7ewxgrdfms,8.0,2.0,2018.0
19bac22expvaibaexe9fwzbwscouqfxdcibisl6u,8.0,2.0,2018.0
47885262xpvaibaexe/cg9419ghle29xtkr6mnzo,8.0,2.0,2018.0
8addae76xpvaibaexe9mlbi3ccq2bdreiqt1dfuq,8.0,2.0,2018.0
9ff20f4dxpvaibaexe8vdv75e6kcriaxt0/pdkqi,8.0,2.0,2018.0
797d94bcxpvaibaexe+kwir/vxjl0xams344urfm,8.0,2.0,2018.0
25af24e3xpvaibaexe+/ekvxk98kbwsdx1ochstz,8.0,2.0,2018.0
62464061xpvaibaexe/fejqn8/s5fft8ynmvc8wh,8.0,2.0,2018.0
2af5e003xpvaibaexe9whl/t4cdmzvxayo97lugt,8.0,2.0,2018.0
2420ed57xpvaibaexe/lh6v1xxtkja6jlfrupklm,8.0,2.0,2018.0
a98aef88xpvaibaexe+9gfx9awrorieyel1r5beu,8.0,2.0,2018.0
7b5a6efaxpvaibaexe/k6d36/fqcevv1mxjzbid/,8.0,2.0,2018.0
5f51d74dxpvaibaexe8oockqmsrcbbs7dueiiirc,2.0,2.0,2018.0
82d67ff0xpvaibaexe9bx5czuia9z+ymynrbj6fr,5.0,1.0,2019.0
870788f3xpvaibaexe/7kkas8/f9rv/4pgrm1bpg,5.0,1.0,2019.0
0f0200bcxpvaibaexe+3hdjf+k3byey+4btzqkzh,5.0,1.0,2019.0
2d57a854xpvaibaexe8wdgcsqtf3ydjk01mdvjzw,5.0,1.0,2019.0
c386ee73xpvaibaexe+hel85qgo03znov3tvjtb1,5.0,1.0,2019.0
608fe5cbxpvaibaexe+e43ovk5cnpwma3i5ad7zg,5.0,1.0,2019.0
da7b73d9xpvaibaexe/x5ut1fayttx7c+fsqykde,5.0,1.0,2019.0
6777a5a5xpvaibaexe/bqa0y8r3trzdcjoow2geh,5.0,1.0,2019.0
ceed36d2xpvaibaexe+pdn88/1dr4neg8byb/lif,5.0,1.0,2019.0
4d09d127xpvaibaexe8pr9lkerucfs4ybav4fa0f,5.0,1.0,2019.0
5eaa223bxpvaibaexe8u6ih8prjjpjepsgdz/pdu,5.0,1.0,2019.0
eae7d3dexpvaibaexe8g+dn2/i3prxc19egjvmaf,5.0,1.0,2019.0
7b7481f4xpvaibaexe92yz7kcyizxuqy61ddvxov,5.0,1.0,2019.0
1029ef15xpvaibaexe+em+qhkpgqwiso3new9oqz,5.0,1.0,2019.0
1ad297ddxpvaibaexe8ckeix0kseeaegfbwnr/en,5.0,1.0,2019.0
797d94bcxpvaibaexe+kwir/vxjl0xams344urfm,5.0,1.0,2019.0
5db7334bxpvaibaexe9fafwyru+nplkr/fpgemw3,5.0,1.0,2019.0
e7f76892xpvaibaexe8hvnm4ihleluukyau9nqys,5.0,1.0,2019.0
40e6b6e5xpvaibaexe+bhzka9xggxrjzafhtnzbm,5.0,1.0,2019.0
e40be770xpvaibaexe8wmpkqnq7j6fcncaxunf2i,5.0,1.0,2019.0
454dfa56xpvaibaexe+5ocrqpdkxsiplieegh05d,5.0,1.0,2019.0
9decdbecxpvaibaexe/ji2wenvgp6ggnly21j9xo,5.0,1.0,2019.0
04d98a42xpvaibaexe9whl/t4cdmzya7qjs9tdr2,5.0,1.0,2019.0
87f065a6xpvaibaexe+kakwpbw23vo+hcx0jbrd/,5.0,1.0,2019.0
4e908628xpvaibaexe/rtk4wdmxi948tbapivk5h,5.0,1.0,2019.0
14f36c86xpvaibaexe+e+n9mgynejx876keey376,5.0,1.0,2019.0
68ce8bf0xpvaibaexe9rbno8knvpdzbp8fukr2+8,5.0,1.0,2019.0
6d766013xpvaibaexe9estqu9oocieipsnn/z5iy,5.0,1.0,2019.0
891f156cxpvaibaexe/wvgrdnvcyf5jlokwpgxly,5.0,1.0,2019.0
f20dac9cxpvaibaexe+pvabtvmwztvqslgxkmayd,5.0,1.0,2019.0
6de3da07xpvaibaexe+si2uhc5cmeymte/fcwe7t,5.0,1.0,2019.0
b4bb0b80xpvaibaexe/sw+jvmhnqgrbv2ambzxbl,5.0,1.0,2019.0
387e2efexpvaibaexe96k1ab3b4cksj8mkkciukn,5.0,1.0,2019.0
f1af1834xpvaibaexe/nw3dhnqnhf60wkpucpxjg,5.0,1.0,2019.0
523fc174xpvaibaexe+0dwp+qxloyiscejfvmgyz,5.0,1.0,2019.0
b57360a1xpvaibaexe+sv6kmm2rqhtwcdwczbkzo,5.0,1.0,2019.0
f6ba59a9xpvaibaexe+ltcxpm838vxvsdenms/8f,5.0,1.0,2019.0
64db0bfbxpvaibaexe/m6k07u0dn9wooyqyn5nim,5.0,1.0,2019.0
68f82731xpvaibaexe8lhfatqq4bhn4100ahryhq,5.0,1.0,2019.0
47fbd67dxpvaibaexe/gp74oajxkem9oi1fsfspn,5.0,1.0,2019.0
9c1223f5xpvaibaexe/cipillltjf1gmysedi6ts,5.0,1.0,2019.0
789c02aaxpvaibaexe+/1kyxp+fwek/y54tvf704,5.0,1.0,2019.0
3efe65e2xpvaibaexe9pxjcjrat8xv7iowyoinew,5.0,1.0,2019.0
3d305322xpvaibaexe9mnmzps14vgyeowvlzkk9k,5.0,1.0,2019.0
59a6c631xpvaibaexe8p7+qblh7hjvf8gpgwzwhy,5.0,1.0,2019.0
df482daexpvaibaexe8jfpqse3kv6npxwq9nehvz,5.0,1.0,2019.0
7a2f5acexpvaibaexe9j81k8mh0ojwqphwe8hv+i,5.0,1.0,2019.0
0714aafcxpvaibaexe+n07p56kwx2k5jzfi+qyfv,5.0,1.0,2019.0
b4f05d8dxpvaibaexe8b36blncvklxvhvtsc/ozh,5.0,1.0,2019.0
164fce73xpvaibaexe8qh9frndk+mco5qzpzeyxe,5.0,1.0,2019.0
9250f23fxpvaibaexe+kakwpbw23vqho2kzh/jn7,5.0,1.0,2019.0
256844d6xpvaibaexe92uubt7zfwrt/g0tsi3mpf,5.0,1.0,2019.0
7420f19fxpvaibaexe+1j/aqdkpm27otdgzsa+ut,5.0,1.0,2019.0
9c27d55dxpvaibaexe9ibrrljjo8drjd7zs5tv2/,5.0,1.0,2019.0
a90e08f6xpvaibaexe/cipillltjfwbvagkogenm,5.0,1.0,2019.0
311ed2b8xpvaibaexe9hyalhcsdqbs6sfm8iq2af,5.0,1.0,2019.0
b697f2c4xpvaibaexe8ewl5nr7owqlocjurfrtg2,5.0,1.0,2019.0
fb398a5axpvaibaexe/kpp1fv6ua5ytnvtwmwrqf,5.0,1.0,2019.0
0bdc71e7xpvaibaexe8zdsahj0+9rutbfuj7zi6s,5.0,1.0,2019.0
124ee34axpvaibaexe/iosun/i5gh23geykxyh8c,5.0,1.0,2019.0
a5ae07d7xpvaibaexe+fw1bg/roengyuayxi/rsm,5.0,1.0,2019.0
410a23b9xpvaibaexe/ytqqkv0usdbqg5jxr91d5,5.0,1.0,2019.0
2007220bxpvaibaexe9syd7vfew2qyohh5rxf8a7,5.0,1.0,2019.0
0ac89451xpvaibaexe9syd7vfew2qvlaf3ajvnty,5.0,1.0,2019.0
76497f14xpvaibaexe+p5wobbwd0m4k8duzy96oe,5.0,1.0,2019.0
d2c70515xpvaibaexe/adnwkoyhfdguaib/kdrkd,5.0,1.0,2019.0
0e334238xpvaibaexe+hzqxlrr1wqkuqdqww/dpz,5.0,1.0,2019.0
c7750281xpvaibaexe8e6yzsppyfoukenmh5lqzu,5.0,1.0,2019.0
a004b693xpvaibaexe93ubsm/ewamgf8e3j+lmmy,5.0,1.0,2019.0
172c622dxpvaibaexe+43hjfrferjjs337wg3omj,5.0,1.0,2019.0
9ca2b07fxpvaibaexe8at9ggxzjnl4stnw4qlktc,5.0,1.0,2019.0
60eddf4fxpvaibaexe8kujneatws81d6twaf+bsv,5.0,1.0,2019.0
83be0e42xpvaibaexe8qgrlcblbl2ntqfy9hakuj,5.0,1.0,2019.0
8ab125a2xpvaibaexe9gjazs/pdnmz2phhoaazsg,5.0,1.0,2019.0
be166fc1xpvaibaexe92hfjddfybw8hsj6feqoxv,5.0,1.0,2019.0
dc7b56b4xpvaibaexe92hfjddfybw9z/th4rxlkq,5.0,1.0,2019.0
22711584xpvaibaexe9wctnuikkykncxvndixe25,5.0,1.0,2019.0
e8dcbce9xpvaibaexe+ygniciymp00njz5uxoxom,5.0,1.0,2019.0
7414861dxpvaibaexe/nq24gaz1feadgeogpyrsv,5.0,1.0,2019.0
461fa254xpvaibaexe/ae0qceo7lrfwt/yi6iqw1,5.0,1.0,2019.0
53d6b6a5xpvaibaexe9p07hcrvmhcdwevna10bwl,2.0,1.0,2019.0
025639c4xpvaibaexe9h45nafhfkyhebg5cfnlvj,2.0,1.0,2019.0
3e3e10cbxpvaibaexe/vttmkh7juostwnwfzu88x,2.0,1.0,2019.0
b47bc5e8xpvaibaexe/h1vzjbzjawmy5agwfivk2,2.0,1.0,2019.0
b7fe1c7expvaibaexe/kmtcr6bhauh1ucbzwvkue,2.0,1.0,2019.0
f4a848f0xpvaibaexe887jojhk2rv9+kh6vnytyt,2.0,1.0,2019.0
301edf77xpvaibaexe+uuz4qw1xos56tawebj6ho,2.0,1.0,2019.0
1d8411abxpvaibaexe80clygfiftygxd+diicdla,2.0,1.0,2019.0
88272e39xpvaibaexe+xxrcaczp96rqieezfvwfu,2.0,1.0,2019.0
4a223d49xpvaibaexe+xxrcaczp96myvp3mkyfxv,2.0,1.0,2019.0
3e06f5f2xpvaibaexe/k62dfafrqthk+rox2xvgf,2.0,1.0,2019.0
5922fcabxpvaibaexe8aeuw13ud6knhmybmlvuoy,2.0,1.0,2019.0
c17b5a3bxpvaibaexe8cnw5gpzv0gc+igo1ab444,2.0,1.0,2019.0
3730785bxpvaibaexe/3z2k7mha0jvn2/c+yk51e,2.0,1.0,2019.0
f53ba52cxpvaibaexe9tsnflfdewaueqwjeqwssh,2.0,1.0,2019.0
2f8ab47axpvaibaexe+65is9po18gyqesqyoepwp,2.0,1.0,2019.0
9bc20ad6xpvaibaexe9/83vyrk4yztjuay1jvurd,2.0,1.0,2019.0
c7a72c9cxpvaibaexe/f8uibt+n0t7kdgez+bygy,2.0,1.0,2019.0
b1e1e60cxpvaibaexe8lx4hhykrfzmdukw2kr76x,2.0,1.0,2019.0
66a9b4fbxpvaibaexe+bugeegvnb4p/pvf37xsao,2.0,1.0,2019.0
9e302d16xpvaibaexe8ammr3xq9fj67yqt1ub3mo,2.0,1.0,2019.0
dc7421e3xpvaibaexe99ynsueyx+srety2489slu,2.0,1.0,2019.0
4e6f6b53xpvaibaexe/yiexzyoq8nzcpwcgxhsor,2.0,1.0,2019.0
a1c2794fxpvaibaexe/hqn1xesl1blvkoidigfdf,2.0,1.0,2019.0
38baf724xpvaibaexe+tkwu+ol4th1hu9bfjl0mw,2.0,1.0,2019.0
83302eadxpvaibaexe9q2mcsucintqyf3w5qe4hy,2.0,1.0,2019.0
5ed1a031xpvaibaexe+gnarchabwr8y3uffczkyp,2.0,1.0,2019.0
99d9e2cexpvaibaexe8vh+aqmuj+nhcvcn+mknd+,2.0,1.0,2019.0
786cbbc1xpvaibaexe8qgrlcblbl2u4+2kw/oa4i,2.0,1.0,2019.0
fa596b82xpvaibaexe8elcvsrar7d+nmhbfmve3p,2.0,1.0,2019.0
2b8081efxpvaibaexe8t2+ly9ehsfsznbw+e7ewx,2.0,1.0,2019.0
476f6055xpvaibaexe+em+qhkpgqweul4byqopeh,2.0,1.0,2019.0
73b86ff6xpvaibaexe/zkcdd4jxtlistzdamfyjy,2.0,1.0,2019.0
a5889011xpvaibaexe9lf2o7vejwnht67pu11g7v,2.0,1.0,2019.0
9d375e5axpvaibaexe9fafwyru+npqdttxck8k1h,2.0,1.0,2019.0
5fdef832xpvaibaexe+9gfx9awrori6dojkzvzh+,2.0,1.0,2019.0
eaea332cxpvaibaexe9/su+qlcydmtk7pvalwmdm,2.0,1.0,2019.0
e6f22e54xpvaibaexe9etemevgjcuxofufrc2p3j,2.0,1.0,2019.0
9d14729axpvaibaexe8wdgcsqtf3ylz3b0b1w9x0,2.0,1.0,2019.0
63d68225xpvaibaexe/mcl0qpdhx02+w2h7ghd9r,2.0,1.0,2019.0
339a3fefxpvaibaexe9o3csonuwuvnalcko+rrh/,2.0,1.0,2019.0
06f4b388xpvaibaexe8aeuw13ud6kn7pj7ewnxgt,2.0,1.0,2019.0
5a122a3dxpvaibaexe8/3inqysorby1ytn00kxsc,2.0,1.0,2019.0
61886879xpvaibaexe+yu1j0ocviqftuk2ebvhjz,2.0,1.0,2019.0
86b0b88fxpvaibaexe9jjgnhrmbjfithgymg4ggs,2.0,1.0,2019.0
f498e5fexpvaibaexe9jdlha4z2ghbzxhsr8pr1r,2.0,1.0,2019.0
54166400xpvaibaexe+5f3nhbx2ehx/ey+0e6tvl,2.0,1.0,2019.0
0cbf5c00xpvaibaexe/wso41+3xfkmee7anynzrx,2.0,1.0,2019.0
7f9bcb64xpvaibaexe/wso41+3xfkixbymbcppdb,2.0,1.0,2019.0
cef9d4e3xpvaibaexe99j2p15eeb0yj0sd0ryzwi,2.0,1.0,2019.0
c746ad35xpvaibaexe/s5mchdnrlm2q3zesvbew7,2.0,1.0,2019.0
00acd5a5xpvaibaexe+pdn88/1dr4lbrqbt3yae1,2.0,1.0,2019.0
6a0e3807xpvaibaexe/h1vzjbzjawtb2tbvux3am,2.0,1.0,2019.0
c370e070xpvaibaexe8e/5ryj9ypubqv5t6wiv15,2.0,1.0,2019.0
1da07dd6xpvaibaexe9etemevgjcuartleuc3ggb,2.0,1.0,2019.0
0c77106bxpvaibaexe/nrwqjpac0merrzzqbtnng,2.0,1.0,2019.0
755602edxpvaibaexe9sdqr+nysahsvrmv4s9crb,2.0,1.0,2019.0
a6ca7254xpvaibaexe9afbyrojh5cgaitpo4gptp,2.0,1.0,2019.0
6175a313xpvaibaexe86krjhgvaiwwi8pznj+7zl,2.0,1.0,2019.0
8c053506xpvaibaexe8vzidgya0u7kxetb28ed9j,2.0,1.0,2019.0
0baf3540xpvaibaexe9hxpb1pepyfqehhipofklx,2.0,1.0,2019.0
26c10aa7xpvaibaexe8trn3vui8maoicrhheaint,2.0,1.0,2019.0
01339fadxpvaibaexe/a3pm8ap2ng0uxdzogmc2w,2.0,1.0,2019.0
7a32c41bxpvaibaexe+tiogoaqy/3zzptujkgplc,2.0,1.0,2019.0
a5768c30xpvaibaexe+qnco6wu+o6ho16o6zzhxl,2.0,1.0,2019.0
325e5a25xpvaibaexe9pdehlfoa/z55ir9s9xy8y,2.0,1.0,2019.0
49255d19xpvaibaexe/nv6pz4rt50lkxyyawzy4b,2.0,1.0,2019.0
02bf7901xpvaibaexe81w9evvyp+l/obpi+ps6nu,2.0,1.0,2019.0
791e0499xpvaibaexe9cps/fvpb+nz3ug3eeatdp,2.0,1.0,2019.0
1653e1adxpvaibaexe/f8uibt+n0t1dgm122jx54,2.0,1.0,2019.0
fdc34a26xpvaibaexe+sgbkufuin7lb6/le67qhn,2.0,1.0,2019.0
fcf4928fxpvaibaexe9iotseai5jcnyu3hno2/5g,2.0,1.0,2019.0
5d284a3dxpvaibaexe9p78qxnh96y+u6slz2uzt8,2.0,1.0,2019.0
c1eadb83xpvaibaexe8snnwrts3hxhejbccj0138,2.0,1.0,2019.0
5b4a6dfbxpvaibaexe8ugnmjaszg8ewtb9aa64ww,2.0,1.0,2019.0
1e43797cxpvaibaexe/81gdnmtxksqiri7nyicsc,2.0,1.0,2019.0
0e184853xpvaibaexe8olqllidg6/6dacqdoin5w,2.0,1.0,2019.0
db3b22f4xpvaibaexe+cv7qscykqekkv/aftkfbx,2.0,1.0,2019.0
4e119a8axpvaibaexe8tcemjjxtx9jul9i5yqtq7,2.0,1.0,2019.0
f1601417xpvaibaexe+xoev1vj5o22o5pgdzu7cx,2.0,1.0,2019.0
6a58fa75xpvaibaexe+lovcofflpomoydtk9megh,2.0,1.0,2019.0
6ebfac96xpvaibaexe/xbblewrhgqxino9yzvs2d,2.0,1.0,2019.0
84f1726expvaibaexe/fejqn8/s5fhf/hpdc4t81,2.0,1.0,2019.0
5cbacbddxpvaibaexe/twrh8x8eyg4wxnkka4dp5,2.0,1.0,2019.0
7e7fc55fxpvaibaexe9u/k5zyzont8yhxxqnvj6o,2.0,1.0,2019.0
20eb4f78xpvaibaexe8ptkrjyotmh5bdhlwmnchg,2.0,1.0,2019.0
7732a425xpvaibaexe/69hwwh+jd2xobiyiyknk8,2.0,1.0,2019.0
ecbeeed6xpvaibaexe/nrwqjpac0mbigkqqu8fwa,2.0,1.0,2019.0
70487dcaxpvaibaexe9sdqr+nysahn8fxcoifvas,2.0,1.0,2019.0
d706d8ecxpvaibaexe+pmhpn+9cwczgahzuyero1,2.0,1.0,2019.0
f5601abfxpvaibaexe9qjdm9ne85igedwen6vlqa,2.0,1.0,2019.0
ed218bc0xpvaibaexe80clygfiftybh7rofuplns,2.0,1.0,2019.0
aabd0d47xpvaibaexe86krjhgvaiwzzc3wvvud52,2.0,1.0,2019.0
a468b48bxpvaibaexe/cg9419ghlexa8xnmfstp6,2.0,1.0,2019.0
fc1373dcxpvaibaexe/twrxaq444c5ff/e2zzug9,2.0,1.0,2019.0
6aeae920xpvaibaexe9hxpb1pepyfthw7mzbxj5y,2.0,1.0,2019.0
6f81a5d5xpvaibaexe8yzz/8qutgdswpb4ctni4b,2.0,1.0,2019.0
137fe0d5xpvaibaexe//euaw4j38k86ozexfjow+,2.0,1.0,2019.0
282ca119xpvaibaexe9dkitjhf3qts8bwsvwumgw,2.0,1.0,2019.0
0c8b03caxpvaibaexe9rv3kg6cpldo68mqwkudgq,2.0,1.0,2019.0
46e196d2xpvaibaexe9ivchpjy9dizmq+wx6l11x,2.0,1.0,2019.0
c4a1c2f2xpvaibaexe+65is9po18g6a7s3twvdlj,2.0,1.0,2019.0
9f84e138xpvaibaexe/wujygmdanydhdnamvi0fb,2.0,1.0,2019.0
addddaf5xpvaibaexe8pr9lkerucfdsahj+vfykd,2.0,1.0,2019.0
678d7ddfxpvaibaexe+tkly40atmdri+ljmsm4la,2.0,1.0,2019.0
cc8e6e1expvaibaexe9e+yojsz6hoekarpdzmgws,2.0,1.0,2019.0
737325adxpvaibaexe/f8uibt+n0t7zt5670dhft,2.0,1.0,2019.0
bf4c679axpvaibaexe80b1fr0fh/jv61hy6qy552,2.0,1.0,2019.0
538d82a9xpvaibaexe/wvgrdnvcyf4zu3yulbgom,2.0,1.0,2019.0
3a8c2fb6xpvaibaexe+dvxfbwvwklrwzploazlu9,2.0,1.0,2019.0
4813a23dxpvaibaexe/waquvama8tuwb0ajb6f8a,2.0,1.0,2019.0
330a20c4xpvaibaexe+n4ol3iutqc+0pyxpf31kr,2.0,1.0,2019.0
e402e8dcxpvaibaexe876wt31ygpp/bdyut7u/p4,2.0,1.0,2019.0
04c4d9f8xpvaibaexe+/mvkib2vavsyw+efhomht,2.0,1.0,2019.0
deb053e1xpvaibaexe8091b3eu2czb1zall3niqm,2.0,1.0,2019.0
01c3e360xpvaibaexe8alappdcf+aqpfv91kc+cb,2.0,1.0,2019.0
a32efa8expvaibaexe/cezixfrxnlr7u3ymgwb2n,2.0,1.0,2019.0
7ca35a03xpvaibaexe/cjxaw79civjnf7zwnluzo,2.0,1.0,2019.0
28142a5cxpvaibaexe+0dwp+qxloyvm0snhyvyqo,2.0,1.0,2019.0
ee2f83f4xpvaibaexe8xu1e8xgql2a7dywo0e1ee,2.0,1.0,2019.0
b43fdad6xpvaibaexe8jfpqse3kv6k3ttgecxyyh,2.0,1.0,2019.0
3db0d49cxpvaibaexe9syd7vfew2qatprlun+erg,2.0,1.0,2019.0
24b82902xpvaibaexe9rbqr8nwnz2puefglqxjgc,2.0,1.0,2019.0
ec99e930xpvaibaexe+tsa7t7usljxsqkit1dxt6,2.0,1.0,2019.0
75e7ff8cxpvaibaexe/w5gzwsm37/+refycqit7t,2.0,1.0,2019.0
2eb80034xpvaibaexe/8x6gsb95yihj38qo0i8/f,2.0,1.0,2019.0
e9663523xpvaibaexe9nzbs7fjgawcnvpcsaomdb,2.0,1.0,2019.0
b03d2622xpvaibaexe/nrr7q+hwy3b7lsqapcm/p,2.0,1.0,2019.0
2a8a1e92xpvaibaexe9x0caug4pzoxy78iq6wez6,2.0,1.0,2019.0
25b1bfd3xpvaibaexe/nrwqjpac0mjtmpsjvarbi,2.0,1.0,2019.0
f0da4e5bxpvaibaexe88uewilvalgceo6q/ie/fa,2.0,1.0,2019.0
0a275ef0xpvaibaexe9j81k8mh0oj07f7m1swtm7,2.0,1.0,2019.0
5d89d12axpvaibaexe9oenrjqnmex77/bxata+1b,2.0,1.0,2019.0
498ee480xpvaibaexe8trn3vui8mahhvw1rftshe,2.0,1.0,2019.0
d4a3767expvaibaexe+hel85qgo03ujmulywarhq,2.0,1.0,2019.0
f7aef87fxpvaibaexe9tsnflfdewaq2i5ivdc2ny,2.0,1.0,2019.0
ed5a0e45xpvaibaexe/cipillltjf8s+lllug7kd,2.0,1.0,2019.0
0b244d90xpvaibaexe/nv6pz4rt50u5jermyif3n,2.0,1.0,2019.0
72c18f32xpvaibaexe9pz/hgbfl5ilg7sowqgrft,2.0,1.0,2019.0
8bf38196xpvaibaexe+sa6h++bhvyjfrbxzim2nr,2.0,1.0,2019.0
93015ce1xpvaibaexe9estqu9oocinykkno5b0dl,2.0,1.0,2019.0
b24ba69axpvaibaexe8ammr3xq9fj2hfxha3mkfu,2.0,1.0,2019.0
9b70107bxpvaibaexe9p78qxnh96y5ughxpar4kx,2.0,1.0,2019.0
3e7f9baexpvaibaexe/pqrwcrbkwoxm6nodezpnj,2.0,1.0,2019.0
c6b0d2b1xpvaibaexe+us3hccqf/s6qwc/gw/0sp,2.0,1.0,2019.0
51e91e7dxpvaibaexe9euo2qxch07qy82tktseja,2.0,1.0,2019.0
f961e698xpvaibaexe8csuzma4ok0tkvxlg9wffb,2.0,1.0,2019.0
88aa1631xpvaibaexe8g+dn2/i3pr7phrrx6ocid,2.0,1.0,2019.0
d8e39f03xpvaibaexe88g96lr9q/ht9qrgkkxqxj,2.0,1.0,2019.0
dca99493xpvaibaexe9ylqoutvcef7nxdvfxkapm,2.0,1.0,2019.0
465c97dcxpvaibaexe9ggqkcdmdyehnnagk2snux,2.0,1.0,2019.0
b9cf2d72xpvaibaexe9zes3ot4n4spnmtvqs/qce,2.0,1.0,2019.0
cdddce8bxpvaibaexe+lovcofflpoioto/v1hzpn,2.0,1.0,2019.0
6b7ba980xpvaibaexe/4yh02bdnytluw+p9up/+k,2.0,1.0,2019.0
17ffc7ccxpvaibaexe+wcrilhv+1xwb91jd9tqf4,2.0,1.0,2019.0
a35eedf1xpvaibaexe/z9l7tmg5texi+vwcz+apa,2.0,1.0,2019.0
55b3040axpvaibaexe8nucevwxzmu3dvkkgdf3mq,2.0,1.0,2019.0
cb2805cdxpvaibaexe85hklgqajy3dq36mtrmfzy,2.0,1.0,2019.0
